"Date","R/W Count"
"2017-05-11","1"
"2017-05-12","1"
"2017-05-13","1"
"2017-05-14","2"
"2017-05-15","0"
"2017-05-16","1"
"2017-05-17","0"
"2017-05-18","0"
"2017-05-19","0"
"2017-05-20","0"
"2017-05-21","0"
"2017-05-22","1"
"2017-05-23","2"
"2017-05-24","1"
"2017-05-25","4"
"2017-05-26","0"
"2017-05-27","2"
