"Date","R/W Count"
"2017-07-03","5"
"2017-07-04","0"
"2017-07-05","3"
"2017-07-06","4"
"2017-07-07","1"
"2017-07-08","0"
"2017-07-09","0"
"2017-07-10","5"
"2017-07-11","3"
"2017-07-12","1"
"2017-07-13","0"
"2017-07-14","2"
"2017-07-15","0"
"2017-07-16","0"
"2017-07-17","1"
"2017-07-18","0"
"2017-07-19","1"
"2017-07-20","4"
"2017-07-21","2"
"2017-07-22","0"
"2017-07-23","0"
"2017-07-24","1"
"2017-07-25","1"
"2017-07-26","0"
"2017-07-27","1"
