"Date","R/W Count"
"2017-05-24","1"
"2017-05-25","0"
"2017-05-26","0"
"2017-05-27","0"
"2017-05-28","0"
"2017-05-29","0"
"2017-05-30","0"
"2017-05-31","2"
"2017-06-01","4"
"2017-06-02","0"
"2017-06-03","0"
"2017-06-04","0"
"2017-06-05","1"
"2017-06-06","5"
"2017-06-07","0"
"2017-06-08","1"
"2017-06-09","1"
"2017-06-10","0"
"2017-06-11","0"
"2017-06-12","1"
"2017-06-13","1"
"2017-06-14","1"
