"Date","R/W Count"
"2017-07-02","2"
"2017-07-03","9"
"2017-07-04","1"
"2017-07-05","1"
"2017-07-06","0"
"2017-07-07","0"
"2017-07-08","6"
"2017-07-09","3"
"2017-07-10","1"
"2017-07-11","5"
"2017-07-12","0"
"2017-07-13","0"
"2017-07-14","0"
"2017-07-15","1"
"2017-07-16","2"
