"Date","R/W Count"
"2017-06-25","2"
"2017-06-26","4"
"2017-06-27","1"
"2017-06-28","1"
"2017-06-29","1"
"2017-06-30","2"
"2017-07-01","6"
"2017-07-02","2"
"2017-07-03","0"
"2017-07-04","3"
"2017-07-05","0"
"2017-07-06","1"
"2017-07-07","0"
"2017-07-08","1"
"2017-07-09","1"
"2017-07-10","1"
"2017-07-11","2"
"2017-07-12","2"
